control_point,4.012406,0.002117,0
control_point,4.04605166514775,2.79970033740343,0
control_point,4.10963189960254,8.08629531829676,0
control_point,4.04973089618728,16.1710656895768,0
control_point,3.99872816179305,24.2560768917556,0
control_point,4.03900745235442,32.3413066737008,0
control_point,4.08546209820627,40.4264405622729,0
control_point,3.94881222388732,48.6506726649601,0
control_point,3.68703525919921,57.1311947264933,0
control_point,3.30901520910254,65.7472460671585,0
control_point,2.84748781267296,74.5932578223498,0
control_point,2.18641688862286,83.541855014843,0
control_point,1.41623815753714,91.5899596177259,0
control_point,0.73741304559542,97.9158723145506,0
control_point,0.325685745610321,102.702757759913,0
control_point,0.124519987528448,106.476287988766,0
control_point,0.127044821304439,109.555259327674,0
control_point,0.345907389989729,111.987596836464,0
control_point,0.813372468801546,114.105205867316,0
control_point,1.60565440626931,116.120688145173,0
control_point,2.52648924661419,118.083838854019,0
control_point,3.72630392224999,119.901328308438,0
control_point,5.19822316198114,121.625181060305,0
control_point,6.93223022214178,123.394387476124,0
control_point,9.034825670771,125.102421394236,0
control_point,11.5001149274673,126.786489462536,0
control_point,14.3252661125958,128.38317438374,0
control_point,17.2494726623406,129.778783074999,0
control_point,19.983820232458,130.92449354406,0
control_point,22.465632256106,131.665463315778,0
control_point,24.5897326027811,132.090814359399,0
control_point,26.2998539257182,132.196467686549,0
control_point,27.5633937923116,131.972509827501,0
control_point,28.6010616313284,131.610552837506,0
control_point,29.6146880737166,130.988390985777,0
control_point,30.6591907322311,130.069549303664,0
control_point,31.8064360486404,128.930520665626,0
control_point,33.1355507285446,127.707158720604,0
control_point,34.7888154778028,126.621785615681,0
control_point,36.742439001379,125.704012545423,0
control_point,38.1420473337751,125.152276364032,0
control_point,38.879992,124.861373,0
knot,0
knot,0
knot,0
knot,0
knot,5.18473928445946E-02
knot,9.79760506577223E-02
knot,0.149827535275323
knot,0.201681696593343
knot,0.24781338314382
knot,0.299660023807326
knot,0.354103382531738
knot,0.405046055415802
knot,0.45948482102304
knot,0.518255933978853
knot,0.571316893718473
knot,0.609307381298374
knot,0.636159758474312
knot,0.660345878856261
knot,0.679320355410186
knot,0.693170117512424
knot,0.705528206381447
knot,0.719356627173132
knot,0.733216460548614
knot,0.745645303491326
knot,0.759575971604009
knot,0.775172785272229
knot,0.79148999453011
knot,0.809686935298112
knot,0.830447750376531
knot,0.851555721397774
knot,0.869715222712765
knot,0.885328615384222
knot,0.89946218324932
knot,0.909825295650798
knot,0.916832383930141
knot,0.92310360548651
knot,0.930086233959416
knot,0.938714119713478
knot,0.948826042784552
knot,0.960066248159831
knot,0.972119700064111
knot,0.985300088493175
knot,1
knot,1
knot,1
knot,1
